"date","item","price"
2022-07-10,"StockA",111.89434698475
2022-07-11,"StockA",111.294975161768
2022-07-12,"StockA",111.534142218115
2022-07-13,"StockA",109.79341550216
2022-07-14,"StockA",107.221812435504
2022-07-15,"StockA",111.266239205
2022-07-16,"StockA",112.517656852345
2022-07-17,"StockA",110.065114129095
2022-07-18,"StockA",108.892782295734
2022-07-19,"StockA",106.57182212654
2022-07-20,"StockA",111.019442824307
2022-07-21,"StockA",113.694268777174
2022-07-22,"StockA",113.213978663781
2022-07-23,"StockA",114.350366782245
2022-07-24,"StockA",113.571686886408
2022-07-25,"StockA",112.669193097177
2022-07-26,"StockA",111.141987421476
2022-07-27,"StockA",110.002752886557
2022-07-28,"StockA",113.35456782123
2022-07-29,"StockA",113.29651157106
2022-07-30,"StockA",113.585002043915
2022-07-31,"StockA",114.122376903113
2022-08-01,"StockA",116.637328660084
2022-08-02,"StockA",115.655200998194
2022-08-03,"StockA",113.72018669741
2022-08-04,"StockA",117.121580562216
2022-08-05,"StockA",116.289254128406
2022-08-06,"StockA",114.893122188526
2022-08-07,"StockA",112.470575950759
2022-08-08,"StockA",109.951144506124
2022-08-09,"StockA",108.853197547528
2022-08-10,"StockA",110.139169181861
2022-08-11,"StockA",112.40886545972
2022-08-12,"StockA",113.874042167392
2022-08-13,"StockA",113.196727573201
2022-08-14,"StockA",113.36622744797
2022-08-15,"StockA",112.00703452061
2022-08-16,"StockA",110.622598197462
2022-08-17,"StockA",112.441899195416
2022-08-18,"StockA",110.460714038209
2022-08-19,"StockA",114.421301969194
2022-08-20,"StockA",114.290662781262
2022-08-21,"StockA",114.76974043452
2022-08-22,"StockA",113.342685025041
2022-08-23,"StockA",112.243907645515
2022-08-24,"StockA",109.659875380904
2022-08-25,"StockA",109.344024604159
2022-08-26,"StockA",110.231989414008
2022-08-27,"StockA",110.930598102331
2022-08-28,"StockA",109.417525128221
2022-08-29,"StockA",107.890281186513
2022-08-30,"StockA",106.935883749827
2022-08-31,"StockA",109.97800508952
2022-09-01,"StockA",107.753397848189
2022-09-02,"StockA",107.445294659428
2022-09-03,"StockA",111.300018302786
2022-09-04,"StockA",111.148068532128
2022-09-05,"StockA",108.478387124486
2022-09-06,"StockA",107.198848253937
2022-09-07,"StockA",108.219768211747
2022-09-08,"StockA",107.518562468408
2022-09-09,"StockA",106.444809741308
2022-09-10,"StockA",105.806975273051
2022-09-11,"StockA",106.03796856733
2022-09-12,"StockA",109.284986109621
2022-09-13,"StockA",109.157855885344
2022-09-14,"StockA",111.369454877647
2022-09-15,"StockA",112.680963108948
2022-09-16,"StockA",112.503683317935
2022-09-17,"StockA",109.487879312154
2022-09-18,"StockA",108.495644677049
2022-09-19,"StockA",107.565903770772
2022-09-20,"StockA",107.710212636295
2022-09-21,"StockA",110.360609991629
2022-09-22,"StockA",114.996767939291
2022-09-23,"StockA",118.141930057259
2022-09-24,"StockA",117.925628128601
2022-09-25,"StockA",114.462573337485
2022-09-26,"StockA",113.735013609342
2022-09-27,"StockA",113.963428055489
2022-09-28,"StockA",115.703454063623
2022-09-29,"StockA",117.678510000592
2022-09-30,"StockA",119.097128859425
2022-10-01,"StockA",116.356580159826
2022-10-02,"StockA",118.105866251093
2022-10-03,"StockA",117.262751818238
2022-10-04,"StockA",117.662357218561
2022-10-05,"StockA",117.861459572908
2022-10-06,"StockA",118.767793102849
2022-10-07,"StockA",118.867143068502
2022-10-08,"StockA",115.58219287333
2022-10-09,"StockA",117.105184802877
2022-10-10,"StockA",117.927237939576
2022-10-11,"StockA",117.44593468902
2022-10-12,"StockA",117.732223711113
2022-10-13,"StockA",118.05030100185
2022-10-14,"StockA",118.542339938972
2022-10-15,"StockA",121.874032270927
2022-10-16,"StockA",121.48593151306
2022-10-17,"StockA",121.87206228083
2022-10-18,"StockA",124.258830026968
2022-10-19,"StockA",126.417192073722
2022-10-20,"StockA",128.757718294482
2022-10-21,"StockA",127.652782292363
2022-10-22,"StockA",131.707747752949
2022-10-23,"StockA",131.891149494809
2022-10-24,"StockA",135.674853184223
2022-10-25,"StockA",133.023047812162
2022-10-26,"StockA",133.11501498487
2022-10-27,"StockA",135.664844126808
2022-10-28,"StockA",134.284359752363
2022-10-29,"StockA",132.828981815927
2022-10-30,"StockA",131.001904408714
2022-10-31,"StockA",128.946877850036
2022-11-01,"StockA",128.122558783675
2022-11-02,"StockA",128.834917129593
2022-11-03,"StockA",124.856496133752
2022-11-04,"StockA",125.330457000496
2022-11-05,"StockA",127.85380709333
2022-11-06,"StockA",131.97895512981
2022-11-07,"StockA",134.631307114212
2022-11-08,"StockA",136.194856641804
2022-11-09,"StockA",132.791395843575
2022-11-10,"StockA",131.638382427561
2022-11-11,"StockA",130.984289514396
2022-11-12,"StockA",132.44133731991
2022-11-13,"StockA",132.279994651902
2022-11-14,"StockA",129.812697395782
2022-11-15,"StockA",133.23156881197
2022-11-16,"StockA",135.104351395562
2022-11-17,"StockA",135.629211940544
2022-11-18,"StockA",138.115429161196
2022-11-19,"StockA",135.487880586726
2022-11-20,"StockA",136.859521182305
2022-11-21,"StockA",135.863696429679
2022-11-22,"StockA",137.28118747338
2022-11-23,"StockA",137.20954356406
2022-11-24,"StockA",138.525464990123
2022-11-25,"StockA",141.246500220242
2022-11-26,"StockA",141.311080400875
2022-11-27,"StockA",143.39619767478
2022-11-28,"StockA",141.069329604484
2022-11-29,"StockA",139.676120723612
2022-11-30,"StockA",142.764556146388
2022-12-01,"StockA",143.569332092436
2022-12-02,"StockA",139.514886451568
2022-12-03,"StockA",136.836811547404
2022-12-04,"StockA",136.485249516225
2022-12-05,"StockA",138.266808324894
2022-12-06,"StockA",138.113041813464
2022-12-07,"StockA",139.411416757505
2022-12-08,"StockA",141.379427513081
2022-12-09,"StockA",144.771537170807
2022-12-10,"StockA",144.933570637357
2022-12-11,"StockA",144.879606824995
2022-12-12,"StockA",141.42313210671
2022-12-13,"StockA",141.671787294886
2022-12-14,"StockA",140.578087179095
2022-12-15,"StockA",138.680068013487
2022-12-16,"StockA",138.370255551392
2022-12-17,"StockA",140.450141896879
2022-12-18,"StockA",136.514644919502
2022-12-19,"StockA",135.710086345091
2022-12-20,"StockA",135.993360912256
2022-12-21,"StockA",134.256945772146
2022-12-22,"StockA",134.974751657145
2022-12-23,"StockA",135.847611498376
2022-12-24,"StockA",135.831539179824
2022-12-25,"StockA",130.949742792304
2022-12-26,"StockA",136.142659084038
2022-12-27,"StockA",135.782060569101
2022-12-28,"StockA",137.134447132276
2022-12-29,"StockA",137.73198011435
2022-12-30,"StockA",139.831326583986
2022-12-31,"StockA",141.516645476734
2023-01-01,"StockA",141.147059134277
2023-01-02,"StockA",141.953394678694
2023-01-03,"StockA",140.112577016447
2023-01-04,"StockA",141.876423038245
2023-01-05,"StockA",141.004346360477
2023-01-06,"StockA",145.887893068053
2023-01-07,"StockA",142.635795276677
2023-01-08,"StockA",141.757820790745
2023-01-09,"StockA",143.458580516263
2023-01-10,"StockA",144.52884561002
2023-01-11,"StockA",143.39988353299
2023-01-12,"StockA",141.456322048575
2023-01-13,"StockA",141.795273457997
2023-01-14,"StockA",141.816658631663
2023-01-15,"StockA",138.286096157135
2023-01-16,"StockA",138.405198291403
2023-01-17,"StockA",138.835658922787
2023-01-18,"StockA",139.235111716751
2023-01-19,"StockA",137.175077631546
2023-01-20,"StockA",138.177344188151
2023-01-21,"StockA",140.984484462069
2023-01-22,"StockA",141.946957268429
2023-01-23,"StockA",139.72578032768
2023-01-24,"StockA",138.904489388297
2023-01-25,"StockA",139.646696627404
2023-01-26,"StockA",138.402605364767
2023-01-27,"StockA",134.137312694737
2023-01-28,"StockA",135.955814334793
2023-01-29,"StockA",134.346859111544
2023-01-30,"StockA",133.249738570008
2023-01-31,"StockA",136.307539788017
2023-02-01,"StockA",134.809249928806
2023-02-02,"StockA",136.550713009184
2023-02-03,"StockA",134.079347251547
2023-02-04,"StockA",133.420262445399
2023-02-05,"StockA",133.323150407126
2023-02-06,"StockA",131.035847558277
2023-02-07,"StockA",129.816351028459
2023-02-08,"StockA",129.808667922603
2023-02-09,"StockA",131.200059860071
2023-02-10,"StockA",127.94896677322
2023-02-11,"StockA",127.299458294798
2023-02-12,"StockA",128.862271171889
2023-02-13,"StockA",127.834652851934
2023-02-14,"StockA",128.33923669528
2023-02-15,"StockA",129.373693835408
2023-02-16,"StockA",129.959363866072
2023-02-17,"StockA",131.315879225015
2023-02-18,"StockA",131.12046190306
2023-02-19,"StockA",130.343108875876
2023-02-20,"StockA",125.106810971818
2023-02-21,"StockA",124.970928934859
2023-02-22,"StockA",125.881498327579
2023-02-23,"StockA",127.002296009315
2023-02-24,"StockA",125.941739306688
2023-02-25,"StockA",129.550745126239
2023-02-26,"StockA",130.173593965496
2023-02-27,"StockA",130.476225682414
2023-02-28,"StockA",133.070759241351
2023-03-01,"StockA",131.683826798713
2023-03-02,"StockA",130.833149550863
2023-03-03,"StockA",135.678054510963
2023-03-04,"StockA",135.750312885405
2023-03-05,"StockA",139.067449728221
2023-03-06,"StockA",136.240436438392
2023-03-07,"StockA",135.909402834306
2023-03-08,"StockA",136.71625064158
2023-03-09,"StockA",137.366327731992
2023-03-10,"StockA",135.40505521297
2023-03-11,"StockA",135.493573762221
2023-03-12,"StockA",133.388732455997
2023-03-13,"StockA",134.864139106485
2023-03-14,"StockA",137.083689286206
2023-03-15,"StockA",132.683713893232
2023-03-16,"StockA",135.205100817832
2023-03-17,"StockA",132.773011824215
2023-03-18,"StockA",133.73255036218
2023-03-19,"StockA",135.102355638465
2023-03-20,"StockA",134.752575982263
2023-03-21,"StockA",133.512348068543
2023-03-22,"StockA",133.892990111027
2023-03-23,"StockA",134.820627512456
2023-03-24,"StockA",136.637233152353
2023-03-25,"StockA",132.58255918455
2023-03-26,"StockA",129.359800648431
2023-03-27,"StockA",132.270605330808
2023-03-28,"StockA",134.413863025031
2023-03-29,"StockA",135.334440922846
2023-03-30,"StockA",136.814797737068
2023-03-31,"StockA",138.69914757235
2023-04-01,"StockA",133.427301975419
2023-04-02,"StockA",135.697856168697
2023-04-03,"StockA",134.777880975572
2023-04-04,"StockA",135.289114636834
2023-04-05,"StockA",134.748799035067
2023-04-06,"StockA",136.542728943225
2023-04-07,"StockA",135.895784045314
2023-04-08,"StockA",136.98279157709
2023-04-09,"StockA",136.251421619812
2023-04-10,"StockA",134.115847201609
2023-04-11,"StockA",136.58586822249
2023-04-12,"StockA",138.117668245038
2023-04-13,"StockA",141.616192723351
2023-04-14,"StockA",141.79650058851
2023-04-15,"StockA",144.096506080166
2023-04-16,"StockA",148.097344188204
2023-04-17,"StockA",147.584379958126
2023-04-18,"StockA",144.988477732616
2023-04-19,"StockA",144.55977459834
2023-04-20,"StockA",144.181692118369
2023-04-21,"StockA",144.535053127387
2023-04-22,"StockA",148.009663082026
2023-04-23,"StockA",147.407375297015
2023-04-24,"StockA",148.203384608625
2023-04-25,"StockA",147.798016478834
2023-04-26,"StockA",147.888917895884
2023-04-27,"StockA",148.567033222897
2023-04-28,"StockA",151.273462614971
2023-04-29,"StockA",151.566099369952
2023-04-30,"StockA",153.041784010014
2023-05-01,"StockA",154.649504069582
2023-05-02,"StockA",156.529050611293
2023-05-03,"StockA",155.430261506924
2023-05-04,"StockA",158.734023935313
2023-05-05,"StockA",158.022110456725
2023-05-06,"StockA",157.860542121426
2023-05-07,"StockA",160.718642656854
2023-05-08,"StockA",163.356810469145
2023-05-09,"StockA",161.226826724323
2023-05-10,"StockA",159.530684723488
2023-05-11,"StockA",156.864526604747
2023-05-12,"StockA",157.278220989986
2023-05-13,"StockA",157.657902725823
2023-05-14,"StockA",158.436132100533
2023-05-15,"StockA",159.590447528971
2023-05-16,"StockA",158.436661837001
2023-05-17,"StockA",156.499264654803
2023-05-18,"StockA",158.602834766953
2023-05-19,"StockA",160.154957372166
2023-05-20,"StockA",157.186624297508
2023-05-21,"StockA",157.04632939581
2023-05-22,"StockA",155.304433750297
2023-05-23,"StockA",151.212931609213
2023-05-24,"StockA",151.563171871589
2023-05-25,"StockA",151.454748453072
2023-05-26,"StockA",151.310009918046
2023-05-27,"StockA",151.792315001648
2023-05-28,"StockA",153.607245330441
2023-05-29,"StockA",154.068440339408
2023-05-30,"StockA",152.885568653661
2023-05-31,"StockA",151.465970149818
2023-06-01,"StockA",151.252364563736
2023-06-02,"StockA",151.922398536894
2023-06-03,"StockA",149.89303783149
2023-06-04,"StockA",149.574420093805
2023-06-05,"StockA",151.558954614141
2023-06-06,"StockA",151.392394431672
2023-06-07,"StockA",150.045553096483
2023-06-08,"StockA",149.543662759632
2023-06-09,"StockA",151.822959850356
2023-06-10,"StockA",152.973047772784
2023-06-11,"StockA",155.496399372948
2023-06-12,"StockA",155.824595087271
2023-06-13,"StockA",156.695145280252
2023-06-14,"StockA",155.628231455556
2023-06-15,"StockA",156.888972793416
2023-06-16,"StockA",155.926305709038
2023-06-17,"StockA",153.135174699646
2023-06-18,"StockA",153.441160631015
2023-06-19,"StockA",157.382863066477
2023-06-20,"StockA",159.034691745624
2023-06-21,"StockA",161.415198525516
2023-06-22,"StockA",162.182909971702
2023-06-23,"StockA",161.01579561507
2023-06-24,"StockA",160.661313904849
2023-06-25,"StockA",160.164817691226
2023-06-26,"StockA",159.277418131661
2023-06-27,"StockA",160.735752699521
2023-06-28,"StockA",158.39102569479
2023-06-29,"StockA",160.173757959016
2023-06-30,"StockA",161.952062931467
2023-07-01,"StockA",159.60481821333
2023-07-02,"StockA",160.933802209131
2023-07-03,"StockA",165.84425551382
2023-07-04,"StockA",164.779824549937
2023-07-05,"StockA",166.519633032753
2023-07-06,"StockA",165.005229341514
2023-07-07,"StockA",167.27665217792
2023-07-08,"StockA",167.826301617773
2023-07-09,"StockA",171.180132401019
2023-07-10,"StockA",168.312190943945
2023-07-11,"StockA",168.259595171695
2023-07-12,"StockA",167.255744819443
2023-07-13,"StockA",166.911215081291
2023-07-14,"StockA",165.702057595919
2023-07-15,"StockA",164.084370434849
2023-07-16,"StockA",165.291815184082
2023-07-17,"StockA",163.166653755928
2023-07-18,"StockA",166.18471561904
2023-07-19,"StockA",163.862302448413
2023-07-20,"StockA",164.114460751203
2023-07-21,"StockA",165.230439324856
2023-07-22,"StockA",166.453910003042
2023-07-23,"StockA",165.900416675309
2023-07-24,"StockA",166.109420665966
2023-07-25,"StockA",168.081948969585
2023-07-26,"StockA",165.219017135432
2023-07-27,"StockA",163.705537712368
2023-07-28,"StockA",164.396342341001
2023-07-29,"StockA",163.556778384327
2023-07-30,"StockA",166.346786372269
2023-07-31,"StockA",167.743294098979
2023-08-01,"StockA",167.937627603808
2023-08-02,"StockA",164.972112968735
2023-08-03,"StockA",165.074313419388
2023-08-04,"StockA",164.491481682994
2023-08-05,"StockA",164.336788655952
2023-08-06,"StockA",162.023670201841
2023-08-07,"StockA",163.070986289501
2023-08-08,"StockA",161.043073408887
2023-08-09,"StockA",160.640629446002
2023-08-10,"StockA",161.453481104905
2023-08-11,"StockA",159.936449526879
2023-08-12,"StockA",161.152432338239
2023-08-13,"StockA",158.569411534935
2023-08-14,"StockA",152.999862177014
2023-08-15,"StockA",153.979798158586
2023-08-16,"StockA",155.710877812508
2023-08-17,"StockA",155.189186965325
2023-08-18,"StockA",156.247439474508
2023-08-19,"StockA",153.985606424341
2023-08-20,"StockA",153.78130921069
2023-08-21,"StockA",149.948272458608
2023-08-22,"StockA",152.360634241486
2023-08-23,"StockA",156.130455964572
2023-08-24,"StockA",158.328480485136
2023-08-25,"StockA",158.323786552308
2023-08-26,"StockA",158.307125867756
2023-08-27,"StockA",155.324990621454
2023-08-28,"StockA",156.955761309231
2023-08-29,"StockA",156.584292947847
2023-08-30,"StockA",155.320807097125
2023-08-31,"StockA",152.546755511808
2023-09-01,"StockA",151.997230518516
2023-09-02,"StockA",150.349108248482
2023-09-03,"StockA",149.605047207827
2023-09-04,"StockA",147.2198472323
2023-09-05,"StockA",150.645026198191
2023-09-06,"StockA",150.663021143775
2023-09-07,"StockA",152.86291129832
2023-09-08,"StockA",147.709511957805
2023-09-09,"StockA",146.853116297815
2023-09-10,"StockA",145.552151714631
2023-09-11,"StockA",143.156299355899
2023-09-12,"StockA",146.299517664347
2023-09-13,"StockA",143.518953824808
2023-09-14,"StockA",144.205734345624
2023-09-15,"StockA",145.948606916784
2023-09-16,"StockA",146.35498729362
2023-09-17,"StockA",144.654476338629
2023-09-18,"StockA",146.586807952077
2023-09-19,"StockA",146.977984115759
2023-09-20,"StockA",144.900988302994
2023-09-21,"StockA",142.17489020779
2023-09-22,"StockA",146.398325076777
2023-09-23,"StockA",145.09131878594
2023-09-24,"StockA",141.430175478104
2023-09-25,"StockA",142.546694203611
2023-09-26,"StockA",143.217154715733
2023-09-27,"StockA",140.559486044288
2023-09-28,"StockA",136.723573217124
2023-09-29,"StockA",136.540968182806
2023-09-30,"StockA",138.869760766225
2023-10-01,"StockA",140.19200883659
2023-10-02,"StockA",139.256133988266
2023-10-03,"StockA",137.637757525097
2023-10-04,"StockA",138.229891038598
2023-10-05,"StockA",138.59459773303
2023-10-06,"StockA",139.904021226416
2023-10-07,"StockA",139.162425325838
2023-10-08,"StockA",141.011133432244
2023-10-09,"StockA",139.399510377572
2023-10-10,"StockA",138.788420977332
2023-10-11,"StockA",140.320050024784
2023-10-12,"StockA",142.349993242038
2023-10-13,"StockA",138.522983839131
2023-10-14,"StockA",138.787364653163
2023-10-15,"StockA",140.054922676633
2023-10-16,"StockA",137.203274049651
2023-10-17,"StockA",138.214525249402
2023-10-18,"StockA",136.608176708608
2023-10-19,"StockA",138.698682732937
2023-10-20,"StockA",139.825646797142
2023-10-21,"StockA",141.413751387134
2023-10-22,"StockA",141.705190045708
2023-10-23,"StockA",143.482486914023
2023-10-24,"StockA",146.293515970652
2023-10-25,"StockA",150.276012001563
2023-10-26,"StockA",150.269221892065
2023-10-27,"StockA",145.8211197114
2023-10-28,"StockA",145.934171720588
2023-10-29,"StockA",146.395294137488
2023-10-30,"StockA",146.1346034432
2023-10-31,"StockA",147.321180684754
2023-11-01,"StockA",149.392536613782
2023-11-02,"StockA",148.406571753447
2023-11-03,"StockA",147.868381099134
2023-11-04,"StockA",148.714065516735
2023-11-05,"StockA",147.663618033757
2023-11-06,"StockA",147.896152800733
2023-11-07,"StockA",144.022737602963
2023-11-08,"StockA",141.832938160167
2023-11-09,"StockA",139.227427208959
2023-11-10,"StockA",137.570179815505
2023-11-11,"StockA",136.233570759643
2023-11-12,"StockA",137.048181044736
2023-11-13,"StockA",139.062407049781
2023-11-14,"StockA",137.657639991606
2023-11-15,"StockA",135.71396202685
2023-11-16,"StockA",133.680584308871
2023-11-17,"StockA",132.901406856144
2023-11-18,"StockA",132.473348719839
2023-11-19,"StockA",133.490583787515
2023-11-20,"StockA",132.897934103179
2023-11-21,"StockA",128.790955565459
2023-11-22,"StockA",128.658087014358
2023-11-23,"StockA",131.082460635661
2023-11-24,"StockA",133.515663172682
2023-11-25,"StockA",131.98773673646
2023-11-26,"StockA",128.942183649184
2023-11-27,"StockA",133.908304632915
2023-11-28,"StockA",133.633460747956
2023-11-29,"StockA",133.488558247745
2023-11-30,"StockA",134.379706625141
2023-12-01,"StockA",131.201627711903
2023-12-02,"StockA",129.79518948952
2023-12-03,"StockA",126.76430467894
2023-12-04,"StockA",125.428115450919
2023-12-05,"StockA",125.715814316928
2023-12-06,"StockA",123.036395400954
2023-12-07,"StockA",124.266360759689
2023-12-08,"StockA",124.895048817324
2023-12-09,"StockA",123.136618766082
2023-12-10,"StockA",123.639268650845
2023-12-11,"StockA",125.185430975832
2023-12-12,"StockA",127.357621482356
2023-12-13,"StockA",126.981924925063
2023-12-14,"StockA",126.844651337241
2023-12-15,"StockA",126.721223067277
2023-12-16,"StockA",129.654146579387
2023-12-17,"StockA",131.954290363943
2023-12-18,"StockA",133.673093499457
2023-12-19,"StockA",133.148411899776
2023-12-20,"StockA",133.944894768108
2023-12-21,"StockA",134.80147543055
2023-12-22,"StockA",132.768128841971
2023-12-23,"StockA",129.36151981133
2023-12-24,"StockA",130.695179866633
2023-12-25,"StockA",127.686558804272
2023-12-26,"StockA",127.73992618124
2023-12-27,"StockA",128.290421823937
2023-12-28,"StockA",129.468156604549
2023-12-29,"StockA",129.897009079579
2023-12-30,"StockA",128.481301466984
2023-12-31,"StockA",130.504033186775
2024-01-01,"StockA",134.031300720588
2024-01-02,"StockA",135.843658338439
2024-01-03,"StockA",132.006356535791
2024-01-04,"StockA",134.855508906596
2024-01-05,"StockA",134.793397014224
